Business_ID,Annual_Revenue,Requested_Loan_Amount,GST_Compliance,Past_Defaults,Bank_Transactions,Market_Trend,Credit_Score,Sanctioned_Loan_Amount,Difference
2402,5119479,1512849,89,0,Low Volume,Declining,478,1023895,488954
2403,3524195,461429,86,0,Stable,Stable,567,461429,0
2404,4398782,907595,93,0,High Volume,Growth,671,907595,0
2405,1082262,507701,93,1,Stable,Growth,596,216452,291249
2406,635744,73582,85,0,Stable,Stable,551,73582,0
2407,6590020,2204892,86,0,Low Volume,Growth,563,1318004,886888
2408,1531650,485272,92,1,Low Volume,Growth,537,306330,178942
2409,1622265,169255,81,1,Low Volume,Growth,516,169255,0
2410,5737622,1128536,92,0,Stable,Growth,629,1128536,0
2411,3094027,938547,91,0,Stable,Stable,553,618805,319742
2412,2855365,383277,93,0,High Volume,Growth,692,383277,0
2413,11206470,4597798,97,1,Unstable,Stable,477,2241294,2356504
2414,1184920,577613,94,0,High Volume,Stable,621,355476,222137
2415,4165189,610791,95,0,Low Volume,Stable,550,610791,0
2416,2075288,278318,92,0,High Volume,Stable,624,278318,0
2417,2458037,626113,90,2,High Volume,Stable,545,491607,134506
2418,6734639,2602900,88,0,Low Volume,Declining,499,1346927,1255973
2419,2976530,526013,88,0,Low Volume,Stable,553,526013,0
2420,3049953,179782,87,0,High Volume,Stable,628,179782,0
2421,4676244,1372708,89,0,Stable,Growth,630,1372708,0
2422,1480718,711441,80,1,High Volume,Growth,607,444215,267226
2423,1013208,229061,88,0,Unstable,Growth,549,202641,26420
2424,859540,205482,95,1,Stable,Growth,597,171908,33574
2425,500000,243003,94,0,High Volume,Growth,684,150000,93003
2426,10272343,3724479,87,1,High Volume,Stable,558,2054468,1670011
2427,820306,306489,94,0,High Volume,Stable,620,246091,60398
2428,1661111,503675,97,1,High Volume,Declining,556,332222,171453
2429,1588895,776293,84,2,Stable,Stable,460,317779,458514
2430,2535561,912776,96,0,High Volume,Declining,576,507112,405664
2431,3807905,1724085,98,2,Stable,Stable,532,761581,962504
2432,3946654,1439426,86,1,High Volume,Growth,617,1183996,255430
2433,1243621,473574,92,0,Stable,Stable,560,248724,224850
2434,1734626,313421,83,0,Stable,Stable,542,313421,0
2435,2485698,463745,85,0,Stable,Stable,559,463745,0
2436,1625047,653826,94,0,Unstable,Declining,469,325009,328817
2437,7173301,1316429,94,0,Stable,Declining,543,1316429,0
2438,2936650,890529,98,0,High Volume,Growth,696,880995,9534
2439,3569379,578984,87,0,Unstable,Growth,568,578984,0
2440,3369601,1407289,89,1,High Volume,Stable,571,673920,733369
2441,5069634,505572,100,0,Low Volume,Growth,637,505572,0
2442,2291729,969977,97,1,High Volume,Declining,542,458345,511632
2443,702594,225693,98,0,Stable,Declining,540,140518,85175
2444,2729831,366096,91,0,Stable,Stable,586,366096,0
2445,1177512,346090,88,1,Low Volume,Declining,446,235502,110588
2446,1299002,230085,92,0,Low Volume,Declining,511,230085,0
2447,3169522,619833,100,1,High Volume,Declining,557,619833,0
2448,5339414,1111600,90,0,Stable,Stable,581,1067882,43718
2449,2016789,158305,85,0,High Volume,Growth,674,158305,0
2450,2538456,1253192,94,0,High Volume,Growth,702,1015382,237810
2451,7738914,496765,84,0,High Volume,Growth,657,496765,0
2452,2403899,836854,96,0,High Volume,Stable,633,721169,115685
2453,15892319,3449467,96,0,Low Volume,Growth,599,3178463,271004
2454,3117082,1062004,93,0,Unstable,Growth,580,623416,438588
2455,500000,105156,80,1,Stable,Stable,501,100000,5156
2456,3622494,1279421,78,0,Low Volume,Growth,555,724498,554923
2457,2689664,1017113,93,0,Low Volume,Declining,502,537932,479181
2458,5563857,2007154,92,0,Low Volume,Declining,504,1112771,894383
2459,3397482,344107,98,0,High Volume,Stable,663,344107,0
2460,1774866,613397,95,0,Stable,Declining,549,354973,258424
2461,744569,131040,99,0,High Volume,Growth,696,131040,0
2462,1677443,105613,92,0,Stable,Declining,518,105613,0
2463,1004081,237640,85,0,High Volume,Declining,539,200816,36824
2464,1246165,305428,90,0,High Volume,Growth,687,305428,0
2465,3175141,826262,85,0,High Volume,Stable,602,826262,0
2466,7541439,2768997,91,0,Unstable,Stable,504,1508287,1260710
2467,2718898,513817,87,0,High Volume,Growth,670,513817,0
2468,761689,146150,94,0,Stable,Growth,612,146150,0
2469,2829702,218590,92,0,Low Volume,Growth,606,218590,0
2470,5164429,1854389,98,0,Stable,Stable,588,1032885,821504
2471,1217334,371922,83,0,Low Volume,Stable,517,243466,128456
2472,1781179,369134,95,1,Stable,Declining,479,356235,12899
2473,2006195,736946,95,0,Stable,Stable,580,401239,335707
2474,1058202,308795,88,0,Unstable,Growth,539,211640,97155
2475,3330471,869787,94,0,High Volume,Growth,671,869787,0
2476,1799900,504145,92,1,High Volume,Stable,581,359980,144165
2477,2773515,932890,83,0,High Volume,Growth,633,832054,100836
2478,974818,338263,98,0,Stable,Declining,524,194963,143300
2479,1397273,251552,93,0,Low Volume,Growth,583,251552,0
2480,3533873,400510,96,1,Unstable,Growth,529,400510,0
2481,1471413,177284,93,0,High Volume,Stable,646,177284,0
2482,7893665,2665895,94,0,High Volume,Declining,598,1578733,1087162
2483,1440198,637710,88,0,High Volume,Growth,663,432059,205651
2484,2373195,555976,98,0,Unstable,Growth,571,474639,81337
2485,4181049,528000,84,1,Stable,Declining,449,528000,0
2486,637499,248925,99,1,High Volume,Growth,643,191249,57676
2487,500000,212310,88,0,Low Volume,Stable,543,100000,112310
2488,585063,261091,82,1,High Volume,Growth,604,175518,85573
2489,5444232,1758891,88,0,Stable,Growth,618,1633269,125622
2490,1275072,557624,97,0,High Volume,Growth,685,382521,175103
2491,15348978,873921,95,0,Unstable,Stable,505,873921,0
2492,1262497,124048,97,0,High Volume,Stable,645,124048,0
2493,2298210,210652,94,0,High Volume,Growth,696,210652,0
2494,6808538,2523735,92,0,Stable,Growth,633,2042561,481174
2495,9868657,802438,90,0,High Volume,Declining,570,802438,0
2496,10315961,2820012,97,0,Stable,Stable,593,2063192,756820
2497,5213140,1369586,87,1,Stable,Stable,529,1042628,326958
2498,4498480,853886,96,0,High Volume,Growth,700,853886,0
2499,3185187,1406841,95,1,Stable,Growth,600,955556,451285
2500,3695731,468230,94,0,Unstable,Growth,564,468230,0
2501,1275758,266134,88,0,Low Volume,Stable,517,255151,10983
2502,1030383,410481,90,0,Unstable,Growth,572,206076,204405
2503,1977414,125942,91,0,Unstable,Stable,502,125942,0
2504,1730381,610526,82,0,Low Volume,Stable,534,346076,264450
2505,1379756,575881,96,0,Stable,Growth,637,413926,161955
2506,3461145,1625079,84,0,Low Volume,Growth,589,692229,932850
2507,4257719,1891847,88,0,Stable,Stable,574,851543,1040304
2508,2128069,412256,98,0,Stable,Growth,636,412256,0
2509,6465714,2029354,88,0,Low Volume,Growth,597,1293142,736212
2510,795438,67439,96,0,High Volume,Growth,678,67439,0
2511,1698188,281970,98,0,High Volume,Stable,650,281970,0
2512,1117430,103251,79,0,Unstable,Stable,463,103251,0
2513,500000,95917,94,0,Stable,Stable,576,95917,0
2514,1855854,823692,97,0,High Volume,Stable,631,556756,266936
2515,1798749,370947,97,0,High Volume,Declining,572,359749,11198
2516,6654207,2015254,84,0,Stable,Stable,542,1330841,684413
2517,3284252,804712,94,0,Low Volume,Growth,622,804712,0
2518,873838,224150,96,0,Low Volume,Stable,578,174767,49383
2519,8738718,4249703,84,0,Stable,Growth,606,2621615,1628088
2520,5266239,965141,80,0,High Volume,Growth,634,965141,0
2521,3158722,1049631,99,0,Low Volume,Growth,598,631744,417887
2522,1654175,395394,85,0,Unstable,Stable,496,330835,64559
2523,920294,71337,83,0,Stable,Stable,538,71337,0
2524,1472150,397773,83,0,High Volume,Stable,614,397773,0
2525,4737399,1970779,90,0,Stable,Growth,605,1421219,549560
2526,8954520,845654,92,0,High Volume,Growth,687,845654,0
2527,6814715,554148,88,0,Stable,Growth,606,554148,0
2528,1340992,159758,81,0,High Volume,Stable,604,159758,0
2529,809608,318969,88,0,Stable,Stable,579,161921,157048
2530,2219315,834014,95,0,Stable,Growth,616,665794,168220
2531,500000,152129,90,0,Stable,Declining,512,100000,52129
2532,2567734,669413,92,1,Low Volume,Growth,542,513546,155867
2533,1761926,792420,95,0,Stable,Stable,596,352385,440035
2534,1365691,539467,90,0,High Volume,Growth,686,409707,129760
2535,553622,229960,91,1,Stable,Declining,498,110724,119236
2536,2990287,1243864,90,1,Unstable,Stable,478,598057,645807
2537,1294764,439213,89,0,Low Volume,Growth,605,388429,50784
2538,777677,199168,94,0,Stable,Stable,572,155535,43633
2539,500000,219552,85,0,High Volume,Growth,646,150000,69552
2540,1939592,905214,87,0,Stable,Growth,626,581877,323337
2541,8184898,496927,96,0,Stable,Growth,644,496927,0
2542,7489461,548226,86,0,Unstable,Stable,504,548226,0
2543,1375493,662210,83,0,Stable,Growth,608,412647,249563
2544,1224729,213987,95,1,Low Volume,Stable,495,213987,0
2545,2884954,1278081,91,0,Stable,Stable,578,576990,701091
2546,892063,200677,98,0,High Volume,Growth,708,200677,0
2547,2524197,261494,92,0,Low Volume,Stable,533,261494,0
2548,3659599,315455,95,0,High Volume,Growth,692,315455,0
2549,5291152,637206,91,1,Stable,Stable,516,637206,0
2550,1830092,297302,84,0,Low Volume,Declining,482,297302,0
2551,1684638,454571,97,0,Unstable,Growth,572,336927,117644
2552,982263,359188,90,0,Stable,Stable,566,196452,162736
2553,1023251,505363,94,0,Stable,Growth,648,306975,198388
2554,1654182,411359,92,0,Stable,Growth,623,411359,0
2555,2660148,753309,96,0,Stable,Declining,551,532029,221280
2556,4117957,1172864,94,0,Low Volume,Declining,503,823591,349273
2557,1042838,305286,97,0,Low Volume,Stable,552,208567,96719
2558,6544600,1852012,93,0,Unstable,Growth,589,1308920,543092
2559,1596144,86110,93,0,Low Volume,Growth,613,86110,0
2560,1949154,98971,83,1,High Volume,Stable,551,98971,0
2561,1090591,102461,84,0,Stable,Stable,557,102461,0
2562,500000,47850,91,0,Stable,Stable,586,47850,0
2563,4021785,1476814,85,0,Stable,Stable,547,804357,672457
2564,3574998,508408,96,0,High Volume,Growth,670,508408,0
2565,1583167,716575,90,1,Stable,Growth,595,316633,399942
2566,2091919,978752,98,0,High Volume,Growth,711,836767,141985
2567,2995888,1465445,91,0,Stable,Growth,637,898766,566679
2568,568049,268452,93,0,High Volume,Growth,663,170414,98038
2569,1298549,223805,84,0,Stable,Growth,618,223805,0
2570,3743051,1045807,94,0,Stable,Growth,634,1045807,0
2571,726918,93740,91,0,Stable,Declining,536,93740,0
2572,2507624,1035133,91,0,Stable,Stable,559,501524,533609
2573,669800,301272,85,0,Stable,Stable,562,133960,167312
2574,2879548,1247075,90,0,Stable,Stable,580,575909,671166
2575,1927023,472150,96,0,Stable,Stable,608,472150,0
2576,544648,213177,92,0,High Volume,Growth,665,163394,49783
2577,5034332,472777,82,1,Stable,Stable,522,472777,0
2578,1101658,75034,94,0,High Volume,Stable,646,75034,0
2579,1036954,403330,93,1,High Volume,Stable,593,207390,195940
2580,2327849,561966,88,0,High Volume,Stable,599,465569,96397
2581,4969898,2474995,93,2,High Volume,Declining,516,993979,1481016
2582,879706,82485,93,0,Stable,Stable,595,82485,0
2583,2083050,906194,97,0,Stable,Declining,551,416610,489584
2584,2794191,743234,88,0,Low Volume,Stable,537,558838,184396
2585,3452070,1457525,94,1,Stable,Growth,600,1035621,421904
2586,2283348,953771,93,0,Stable,Stable,593,456669,497102
2587,1478262,683247,86,1,High Volume,Declining,534,295652,387595
2588,1022670,188205,96,0,High Volume,Stable,652,188205,0
2589,2124220,1014123,92,0,Stable,Declining,507,424844,589279
2590,840951,99443,81,2,High Volume,Growth,557,99443,0
2591,500000,43443,83,0,Stable,Growth,579,43443,0
2592,2811554,686657,92,0,Stable,Growth,630,686657,0
2593,4086289,1727460,94,0,Stable,Growth,621,1225886,501574
2594,500000,131520,94,0,Stable,Growth,645,131520,0
2595,884003,374092,96,0,High Volume,Declining,607,265200,108892
2596,3253765,1231091,92,0,Low Volume,Stable,530,650753,580338
2597,10282936,1483239,89,0,High Volume,Growth,664,1483239,0
2598,2016018,961634,96,0,High Volume,Growth,699,604805,356829
2599,1107480,85665,98,0,Low Volume,Stable,568,85665,0
2600,1712873,778031,93,2,Stable,Declining,430,342574,435457
2601,5955949,1113760,96,1,High Volume,Growth,658,1113760,0
2602,1182603,325295,95,0,Stable,Growth,646,325295,0
2603,1046170,251142,96,0,Stable,Growth,638,251142,0
2604,1347559,171579,98,1,High Volume,Growth,651,171579,0
2605,924804,195287,90,0,Low Volume,Stable,528,184960,10327
2606,2187208,299255,89,0,Stable,Declining,519,299255,0
2607,7273461,1031005,96,1,High Volume,Declining,565,1031005,0
2608,2567552,344503,90,1,Unstable,Stable,472,344503,0
2609,1620292,437573,93,2,High Volume,Growth,594,324058,113515
2610,1569945,642216,83,1,High Volume,Growth,603,470983,171233
2611,567756,173754,96,0,High Volume,Growth,691,170326,3428
2612,4018776,1816258,83,1,High Volume,Growth,629,1205632,610626
2613,1863059,626817,97,2,High Volume,Stable,578,372611,254206
2614,1716188,618176,96,1,Stable,Growth,593,343237,274939
2615,25507576,8938448,89,0,Stable,Declining,517,5101515,3836933
2616,2518068,635199,90,1,Low Volume,Growth,555,503613,131586
2617,1086603,391397,98,1,Stable,Growth,618,325980,65417
2618,1409737,114708,93,0,Stable,Growth,634,114708,0
2619,4969136,2171180,93,0,Stable,Growth,644,1490740,680440
2620,2170822,868362,94,0,Low Volume,Growth,584,434164,434198
2621,627424,100610,90,0,Stable,Stable,575,100610,0
2622,4136593,1636497,94,0,Low Volume,Growth,588,827318,809179
2623,1161804,64700,96,0,High Volume,Declining,590,64700,0
2624,8874018,1311233,84,0,High Volume,Stable,622,1311233,0
2625,4704540,373125,84,0,High Volume,Declining,550,373125,0
2626,1386291,556044,87,1,Stable,Growth,563,277258,278786
2627,5525107,2155584,90,0,Unstable,Growth,562,1105021,1050563
2628,2093367,871126,89,0,High Volume,Declining,547,418673,452453
2629,3922418,204031,86,1,Stable,Stable,503,204031,0
2630,2922022,805177,88,0,High Volume,Growth,651,805177,0
2631,1007432,369905,89,0,Stable,Growth,634,302229,67676
2632,1184890,142104,96,1,Stable,Stable,555,142104,0
2633,4519756,1547591,94,1,Low Volume,Growth,569,903951,643640
2634,1516901,133259,91,0,Low Volume,Stable,538,133259,0
2635,1435582,188918,89,0,Stable,Growth,628,188918,0
2636,923478,243898,90,1,Unstable,Growth,522,184695,59203
2637,2782553,957489,88,0,Stable,Stable,549,556510,400979
2638,10324393,1193924,98,0,Unstable,Stable,520,1193924,0
2639,844056,112555,91,0,High Volume,Stable,609,112555,0
2640,2021551,287062,93,1,Low Volume,Declining,447,287062,0
2641,6136570,965990,91,0,Stable,Declining,528,965990,0
2642,1860372,282682,98,0,Low Volume,Growth,612,282682,0
2643,2847345,648674,93,1,Unstable,Growth,535,569469,79205
2644,847533,291725,86,0,Unstable,Growth,568,169506,122219
2645,2793053,690203,84,0,Stable,Stable,544,558610,131593
2646,1707062,681439,98,0,Stable,Growth,644,512118,169321
2647,4362623,1630185,80,0,Stable,Growth,597,872524,757661
2648,5126372,548199,88,0,Low Volume,Stable,517,548199,0
2649,15738979,1132872,93,1,Stable,Declining,476,1132872,0
2650,3152501,1403095,95,0,Low Volume,Growth,617,945750,457345
2651,2573139,221094,88,2,High Volume,Growth,578,221094,0
2652,2316360,270441,93,0,Stable,Growth,615,270441,0
2653,1494746,89625,86,0,Stable,Growth,593,89625,0
2654,2599389,864950,90,0,High Volume,Declining,565,519877,345073
2655,1565442,488522,94,1,High Volume,Growth,623,469632,18890
2656,2268816,1121037,85,1,Stable,Stable,519,453763,667274
2657,5689188,2555126,85,0,High Volume,Growth,653,1706756,848370
2658,886260,208164,90,0,Low Volume,Growth,606,208164,0
2659,4935196,1071992,90,0,Unstable,Growth,544,987039,84953
2660,5686992,1044037,88,1,High Volume,Growth,623,1044037,0
2661,1804051,213930,89,0,Low Volume,Growth,589,213930,0
2662,500000,56069,88,0,Stable,Growth,608,56069,0
2663,1219245,133541,94,0,Stable,Stable,570,133541,0
2664,5596185,567183,81,0,Stable,Growth,579,567183,0
2665,1946816,308046,96,0,Low Volume,Growth,624,308046,0
2666,891409,167586,97,0,Unstable,Growth,563,167586,0
2667,1324016,639116,93,2,Stable,Stable,502,264803,374313
2668,3884466,1205400,92,1,Low Volume,Growth,556,776893,428507
2669,3070610,1518165,98,1,Stable,Stable,563,614122,904043
2670,1637783,356398,96,0,Stable,Growth,635,356398,0
2671,1478503,378396,96,0,High Volume,Growth,683,378396,0
2672,1449303,284151,96,2,High Volume,Stable,554,284151,0
2673,947964,125415,89,0,Stable,Stable,573,125415,0
2674,7219531,826088,97,0,Stable,Growth,630,826088,0
2675,1532090,728180,89,0,High Volume,Growth,666,459627,268553
2676,5249938,2593810,94,0,Stable,Stable,582,1049987,1543823
2677,6696214,470136,87,1,High Volume,Growth,615,470136,0
2678,4406753,518479,91,0,Low Volume,Growth,583,518479,0
2679,1403815,337738,94,1,Stable,Stable,531,280763,56975
2680,2738673,366572,91,0,Stable,Declining,516,366572,0
2681,1944749,415683,85,2,Stable,Declining,413,388949,26734
2682,962259,104014,86,0,Unstable,Stable,507,104014,0
2683,2570182,656502,99,0,Unstable,Growth,581,514036,142466
2684,772022,132990,84,2,Low Volume,Stable,438,132990,0
2685,5127576,1068368,90,0,Stable,Declining,531,1025515,42853
2686,1367242,126389,97,0,High Volume,Growth,703,126389,0
2687,2328949,565137,95,0,Stable,Stable,580,465789,99348
2688,2487106,1224815,96,0,Low Volume,Stable,556,497421,727394
2689,1611822,319100,88,0,Stable,Growth,595,319100,0
2690,3170358,1408885,93,0,Low Volume,Declining,482,634071,774814
2691,1356037,582336,92,0,High Volume,Growth,660,406811,175525
2692,3980977,1904604,96,3,High Volume,Declining,485,796195,1108409
2693,675505,273951,85,0,Stable,Growth,592,135101,138850
2694,2193708,760819,88,1,Stable,Declining,493,438741,322078
2695,9352397,4072623,90,1,Stable,Growth,583,1870479,2202144
2696,890675,74852,95,0,Stable,Stable,595,74852,0
2697,1152915,297768,95,0,Low Volume,Growth,605,297768,0
2698,2991024,1481051,84,0,Stable,Growth,595,598204,882847
2699,2289091,907213,94,0,High Volume,Declining,568,457818,449395
2700,2624771,1267591,92,0,Stable,Growth,608,787431,480160
2701,2932453,1175431,96,1,Stable,Stable,553,586490,588941
2702,3294540,1461777,89,1,Unstable,Declining,424,658908,802869
2703,4817472,1772533,84,0,Unstable,Stable,490,963494,809039
2704,2752045,1079423,97,0,High Volume,Stable,633,825613,253810
2705,1634739,466604,92,1,High Volume,Stable,566,326947,139657
2706,3395831,1582141,99,0,Stable,Growth,665,1018749,563392
2707,9064766,3818691,90,0,Stable,Growth,637,2719429,1099262
2708,1783152,766306,92,0,High Volume,Stable,614,534945,231361
2709,909251,320833,90,0,Stable,Declining,520,181850,138983
2710,4807388,899275,99,0,High Volume,Stable,627,899275,0
2711,1800716,118907,87,0,Stable,Stable,548,118907,0
2712,500000,235522,89,0,Low Volume,Stable,538,100000,135522
2713,3905660,1225417,88,0,Stable,Stable,569,781132,444285
2714,1292046,237949,89,1,Stable,Growth,584,237949,0
2715,1844232,215979,93,0,Unstable,Declining,465,215979,0
2716,2585900,1094574,94,0,High Volume,Stable,632,775770,318804
2717,2309172,984710,98,0,Stable,Declining,551,461834,522876
2718,3497509,1456812,88,0,High Volume,Growth,661,1049252,407560
2719,1399479,476225,90,0,High Volume,Growth,682,419843,56382
2720,2989105,641782,82,1,Stable,Growth,564,597821,43961
2721,1610995,300985,95,0,High Volume,Declining,595,300985,0
2722,3580627,192815,84,0,Stable,Declining,493,192815,0
2723,3243923,1379068,86,0,High Volume,Stable,606,973176,405892
2724,938135,83817,98,0,Stable,Stable,606,83817,0
2725,4726926,1578036,97,0,Stable,Growth,650,1418077,159959
2726,1291389,357500,90,0,High Volume,Growth,655,357500,0
2727,3784583,1086214,86,0,Low Volume,Stable,527,756916,329298
2728,2659982,1242267,93,0,Stable,Growth,641,797994,444273
2729,8628204,554162,93,1,Stable,Stable,547,554162,0
2730,1658173,659997,96,0,Stable,Growth,652,497451,162546
2731,1499356,110088,96,0,High Volume,Stable,643,110088,0
2732,1952194,131127,93,0,Stable,Growth,631,131127,0
2733,1555731,378693,91,1,Stable,Declining,499,311146,67547
2734,3760090,294730,90,0,Unstable,Growth,566,294730,0
2735,544134,220437,88,0,Low Volume,Growth,586,108826,111611
2736,853460,246055,91,0,High Volume,Growth,690,246055,0
2737,843873,53221,96,0,High Volume,Growth,697,53221,0
2738,4240730,289325,94,0,High Volume,Stable,629,289325,0
2739,7791085,2537563,94,1,High Volume,Stable,601,2337325,200238
2740,1823814,752780,95,0,Stable,Declining,533,364762,388018
2741,1732269,427887,90,1,High Volume,Stable,560,346453,81434
2742,2097049,628195,96,1,Stable,Stable,531,419409,208786
2743,5022823,2058972,82,0,High Volume,Stable,592,1004564,1054408
2744,944223,306615,87,0,Low Volume,Declining,497,188844,117771
2745,2399318,362638,85,0,Stable,Growth,590,362638,0
2746,4326018,1409734,87,0,Unstable,Stable,520,865203,544531
2747,2960520,985041,96,0,Unstable,Declining,498,592104,392937
2748,2307477,877645,94,0,Stable,Growth,642,692243,185402
2749,4416406,1454735,88,1,High Volume,Growth,641,1324921,129814
2750,500000,243079,97,0,High Volume,Stable,642,150000,93079
2751,3410264,473276,96,1,High Volume,Growth,648,473276,0
2752,1174954,561617,92,1,Stable,Growth,587,234990,326627
2753,500000,146126,88,0,Stable,Stable,578,100000,46126
2754,2984558,1051699,92,0,Stable,Stable,584,596911,454788
2755,5950149,563823,94,0,High Volume,Growth,685,563823,0
2756,1776297,393022,93,0,Stable,Growth,625,393022,0
2757,4249448,1683719,91,1,High Volume,Growth,648,1274834,408885
2758,7201664,2651004,89,0,Low Volume,Stable,539,1440332,1210672
2759,5676989,386391,90,0,High Volume,Stable,609,386391,0
2760,7362953,2179194,97,2,Stable,Stable,519,1472590,706604
2761,3590141,322126,85,0,Stable,Growth,621,322126,0
2762,2106097,1049121,95,0,Stable,Growth,641,631829,417292
2763,550415,249769,87,0,High Volume,Growth,660,165124,84645
2764,1628468,96872,97,0,Unstable,Growth,572,96872,0
2765,1009941,440730,85,0,Stable,Declining,522,201988,238742
2766,11259854,5221682,97,1,Stable,Growth,586,2251970,2969712
2767,1722507,360171,85,0,High Volume,Declining,560,344501,15670
2768,2188143,817875,87,0,Low Volume,Growth,584,437628,380247
2769,3082305,767330,94,0,High Volume,Stable,613,767330,0
2770,2053142,708036,84,0,High Volume,Declining,535,410628,297408
2771,7694688,1563121,84,0,Stable,Declining,511,1538937,24184
2772,1204868,235132,95,0,Unstable,Stable,506,235132,0
2773,2316773,558331,93,0,High Volume,Growth,690,558331,0
2774,1094736,126448,93,0,High Volume,Growth,664,126448,0
2775,689679,292433,94,0,Low Volume,Growth,582,137935,154498
2776,1215401,251484,90,0,Low Volume,Growth,592,243080,8404
2777,1924873,442850,91,0,Low Volume,Growth,601,442850,0
2778,1406420,636158,97,1,Stable,Stable,538,281284,354874
2779,1139458,311620,99,0,Stable,Stable,600,311620,0
2780,643673,189828,88,0,Stable,Growth,606,189828,0
2781,1855223,891294,84,0,Stable,Stable,543,371044,520250
2782,594945,267146,95,0,Unstable,Growth,559,118989,148157
2783,3642004,459839,89,1,Stable,Declining,475,459839,0
2784,2117934,556904,96,2,High Volume,Growth,605,556904,0
2785,617824,300932,97,0,High Volume,Growth,685,185347,115585
2786,1548245,336844,88,0,Unstable,Declining,445,309649,27195
2787,1086286,235950,94,1,Stable,Growth,582,217257,18693
2788,2559544,352612,91,0,Stable,Stable,557,352612,0
2789,5794156,587790,97,1,Stable,Growth,599,587790,0
2790,500000,191569,83,0,High Volume,Declining,530,100000,91569
2791,2173873,861970,95,2,Stable,Declining,470,434774,427196
2792,1744352,847852,96,0,Low Volume,Declining,496,348870,498982
2793,3392481,1350337,89,2,Stable,Growth,524,678496,671841
2794,2351484,375082,97,0,Low Volume,Growth,621,375082,0
2795,1086448,73935,93,0,Low Volume,Stable,558,73935,0
2796,1536099,757983,93,0,Stable,Declining,522,307219,450764
2797,1048823,213124,99,0,Low Volume,Growth,619,213124,0
2798,4689355,892793,99,1,Low Volume,Growth,563,892793,0
2799,2016854,923073,99,0,Stable,Declining,547,403370,519703
2800,9074261,2842920,93,0,Stable,Stable,566,1814852,1028068
2801,1888836,277077,99,0,High Volume,Stable,630,277077,0
2802,1124979,506346,98,0,Stable,Growth,631,337493,168853
2803,590679,293575,97,0,Stable,Growth,661,177203,116372
2804,500000,44503,84,0,Unstable,Stable,482,44503,0
2805,558322,244552,94,0,High Volume,Stable,635,167496,77056
2806,2455157,554208,90,0,Low Volume,Growth,578,491031,63177
2807,2978648,851395,93,0,High Volume,Growth,675,851395,0
2808,559639,258367,85,0,Unstable,Growth,542,111927,146440
2809,4057310,1980051,91,1,Stable,Growth,583,811462,1168589
2810,1347216,226297,91,0,Stable,Declining,533,226297,0
2811,2229827,325071,94,0,Stable,Declining,520,325071,0
2812,7201332,620989,90,0,High Volume,Growth,683,620989,0
2813,4063160,1230362,84,0,Low Volume,Growth,568,812632,417730
2814,1599458,89765,100,1,Stable,Stable,560,89765,0
2815,971937,228749,99,0,Low Volume,Growth,619,228749,0
2816,500000,41511,87,1,Stable,Growth,586,41511,0
2817,1115348,259153,95,1,High Volume,Stable,608,259153,0
2818,1674618,113823,95,0,Stable,Stable,574,113823,0
2819,900096,383304,92,1,Low Volume,Stable,515,180019,203285
2820,1785117,257740,89,0,Unstable,Growth,572,257740,0
2821,2108488,416930,91,0,Stable,Stable,584,416930,0
2822,1656331,731306,90,1,High Volume,Stable,586,331266,400040
2823,1178789,454800,94,0,Stable,Growth,612,353636,101164
2824,2269168,337124,88,0,Stable,Growth,610,337124,0
2825,2823683,232544,94,0,Stable,Growth,620,232544,0
2826,828756,308341,96,1,High Volume,Stable,595,165751,142590
2827,6130249,1384309,97,1,High Volume,Growth,652,1384309,0
2828,1832386,723309,89,0,Stable,Growth,626,549715,173594
2829,2012885,503991,84,0,Low Volume,Growth,562,402577,101414
2830,3494048,718729,88,0,High Volume,Stable,632,718729,0
2831,2389448,604632,92,0,High Volume,Growth,670,604632,0
2832,4250339,1644250,85,0,Low Volume,Growth,590,850067,794183
2833,2494751,1137604,98,0,Stable,Growth,635,748425,389179
2834,1214752,87942,97,0,Stable,Growth,646,87942,0
2835,2647702,756846,91,2,High Volume,Declining,478,529540,227306
2836,794143,51441,79,0,Stable,Stable,551,51441,0
2837,2162656,563987,95,1,Low Volume,Stable,496,432531,131456
2838,1930744,865702,88,0,High Volume,Growth,666,579223,286479
2839,1678660,357077,86,0,High Volume,Stable,591,335732,21345
2840,1789005,840122,86,0,Low Volume,Growth,595,357801,482321
2841,500000,166887,84,0,Stable,Growth,584,100000,66887
2842,1278272,601261,86,3,Stable,Growth,476,255654,345607
2843,2135638,834447,92,0,Low Volume,Declining,494,427127,407320
2844,2253252,217542,92,1,Stable,Declining,467,217542,0
2845,871403,134212,98,0,High Volume,Growth,692,134212,0
2846,5457854,1240989,90,0,High Volume,Declining,550,1091570,149419
2847,991585,125483,93,1,High Volume,Growth,625,125483,0
2848,4306197,1174344,88,1,Stable,Stable,513,861239,313105
2849,2790567,731451,87,1,Unstable,Stable,445,558113,173338
2850,1182354,567904,87,0,High Volume,Stable,630,354706,213198
2851,8204954,2011670,86,1,High Volume,Growth,604,2011670,0
2852,763059,307919,90,0,Stable,Growth,637,228917,79002
2853,4136346,1960048,84,0,High Volume,Stable,591,827269,1132779
2854,4414768,1963004,94,0,High Volume,Stable,635,1324430,638574
2855,1159505,166853,87,2,High Volume,Growth,566,166853,0
